,AAA_WB_ADM0_NA,SoL_20120119,SoL_20120401,SoL_20120701,SoL_20121001,SoL_20130101,SoL_20130401,SoL_20130701,SoL_20131001,SoL_20140101,SoL_20140401,SoL_20140701,SoL_20141001,SoL_20150101,SoL_20150401,SoL_20150701,SoL_20151001,SoL_20160101,SoL_20160401,SoL_20160701,SoL_20161001,SoL_20170101,SoL_20170401,SoL_20170701,SoL_20171001,SoL_20180101,SoL_20180401,SoL_20180701,SoL_20181001,SoL_20190101,SoL_20190401,SoL_20190701,SoL_20191001,SoL_20200101,SoL_20200401,SoL_20200701,SoL_20201001,SoL_20210101,SoL_20210401,SoL_20210701,SoL_20211001,SoL_20220101,SoL_20220401,SoL_20220701,SoL_20221001,SoL_20230101,SoL_20230401,SoL_20230701,SoL_20231001,SoL_20240101,SoL_20240401
129,Lesotho,48359.30022120476,78265.48047351837,45311.76064157486,60932.90869998932,47585.570407390594,62283.678800582886,48263.270522117615,67280.79856586456,57281.30917596817,69944.71927833557,47939.74014544487,78322.31130981445,49575.25993108749,70738.7099738121,25671.55014127493,49210.63033223152,43999.95015645027,53963.94965624809,33357.58954048157,49359.65986633301,31420.399990081787,53331.87921714783,29817.6198656559,60113.76930093765,42299.84021115303,54613.13927125931,27926.11002612114,43362.10014843941,31592.03009223938,48631.92012310028,36781.999769449234,56459.69003462792,28145.730172276497,56475.12906718254,42712.3700940609,62513.68940448761,44409.29008722305,67767.23929977417,43511.31002664566,57934.229558467865,49447.34991168976,67512.22005915642,26154.40006184578,69371.74934339523,57143.11972117424,68486.71994876862,48533.03072524071,70670.7202630043,59104.899335861206,78566.11018943787
130,Liberia,109509.94067382812,181700.147857666,138235.52685546875,178755.78048706055,56979.94049835205,143166.78729248047,135629.55805969238,147119.7873687744,78444.94981384277,157472.26721191406,129965.94929504396,147589.94625854492,73357.17854309082,151340.7960510254,150527.02743530273,200059.4306335449,51734.45008850098,175909.31774902344,116133.95959472656,132560.84880065918,66333.41024017334,167076.21829223633,102258.43099975586,199128.38256835935,41086.14063644409,136593.2674407959,158726.07763671875,170723.00003051758,11799.639888763428,96046.42083740234,83239.3201751709,151507.3090057373,10727.97999048233,176090.48971557617,100110.81962585448,222508.2677001953,86342.99122619629,162977.69854736328,145121.6653289795,196588.53936767575,80668.7497253418,158383.3398590088,119742.76123046876,255424.8492431641,85295.6908416748,183964.24609375,155141.63906860352,209387.8673400879,103524.22206115724,237675.80990600583
131,Libya,5140379.5439453125,5008292.5,4349107.765625,4929973.591796875,3577665.3203125,4642779.60546875,3872382.423828125,4452584.732421875,2755209.3291015625,4422198.626953125,3108164.71484375,5414888.88671875,3144861.345703125,4735790.84765625,3370162.705078125,3598290.80078125,3042194.689453125,3617517.13671875,2764776.10546875,3921797.177734375,3173252.751953125,3748960.580078125,2955098.084960937,4916061.69140625,3282272.52734375,3970476.890625,3144563.5869140625,3579418.6650390625,2214526.84375,3946072.283203125,2813879.2080078125,4258692.98828125,1878361.55078125,3607583.483886719,2794859.4189453125,3597243.998046875,3490276.31640625,4284588.33984375,3911417.1259765625,4631029.34765625,3530534.767578125,5214115.177734375,2941672.397460937,4883136.53125,4529083.802734375,5852630.599609375,4414735.41015625,6192363.140625,5063542.451171875,5842718.90625
132,Liechtenstein,1540.9499549865725,2266.059986114502,1745.9200115203855,1905.5900268554688,2334.9799575805664,1765.1399612426758,1837.439962387085,1295.959966659546,2153.219955444336,1774.1699352264404,1633.5900077819824,2096.4099826812744,2207.5100269317627,2149.0099925994878,1754.5100650787354,1578.6600170135498,2659.530017852783,1905.2500534057615,2039.7699909210205,1953.409999847412,3439.9901237487798,2304.109970092773,1861.8000030517576,2002.8600025177,1446.410020828247,2091.149984359741,1841.7200088500977,1900.7399997711184,2382.790008544922,1981.5899143218996,1662.9399890899658,1579.1899394989014,1341.5800371170044,1846.0899600982664,1763.0900402069092,1666.519989013672,2910.209987640381,1840.8999996185305,1690.729986190796,1716.8200511932373,2041.500099182129,1757.1500434875488,2195.6200046539307,1582.379934310913,1910.2599983215327,1663.6599807739258,1847.550008773804,1634.8999481201172,1779.98002243042,1755.069990158081
133,Lithuania,739951.9208374023,368154.5139160156,630942.8304748535,345346.8172149658,592180.4997558594,465495.9340209961,946069.9664611816,313903.71673583984,374121.4870605469,353135.88189697266,620062.348449707,408032.7693481445,531974.8076019287,290807.8489379883,765602.5357666016,272918.9662475586,732429.8177490234,339460.780670166,931235.7518920898,325041.9898071289,453772.2990722656,339600.2232666016,575869.1064453125,320702.8406524658,477477.7043762207,385901.22576904297,911644.7605285645,319655.9372558594,681210.4376220703,386598.223815918,707963.1504211426,325385.50437927246,211000.57861328125,256578.5720214844,769970.5447692871,354551.9666748047,987526.2606201172,270931.5591430664,1129705.1041870115,374926.3647766113,544491.5901489258,320224.716003418,1127072.7739143372,367665.3006591797,350316.9367675781,284490.90924072266,827047.8220214844,377725.6613616944,904981.4932861328,325070.0793457031
134,Luxembourg,40753.078704833984,59125.04992675781,64764.111328125,63109.55700683594,95104.36059570312,60077.63903808594,74438.01977539062,67062.1196899414,49566.11978149414,68366.23937988281,68297.650390625,59426.74920654297,75988.47216796875,76072.33190917969,63897.219329833984,58671.23068237305,68569.54064941406,68394.26126098633,68234.46997070312,63364.03939819336,94363.68103027344,76547.0796508789,61774.49084472656,64248.35095214844,43170.8991394043,76285.85870361328,68893.13879394531,71210.81130981445,46947.18908691406,72179.37908935547,76504.96221923828,42372.67050170898,41008.82975769043,74754.99102783203,73190.76916503906,36867.56018066406,79304.52746582031,73342.07147216797,67187.37036132812,60208.84948730469,35745.01971435547,66548.52020263672,77632.21264648438,57827.67932128906,44201.37091064453,58350.958740234375,65743.28936767578,64334.3489074707,75371.74194335938,56669.3801574707
135,"Macau, SAR, China",2523.360107421875,4240.1298828125,539.3699951171875,6685.7802734375,8824.5498046875,4121.490234375,7938.4501953125,7479.5,8112.2294921875,6485.580078125,7322.3203125,8348.9794921875,7680.580078125,7557.1796875,7149.36962890625,8212.060546875,6916.89990234375,3205.52001953125,6824.0400390625,6122.64013671875,7916.919921875,10358.0595703125,9654.3603515625,7762.9404296875,6888.580078125,3792.740234375,8741.109375,7247.55029296875,3966.929931640625,4802.3994140625,6552.65966796875,8334.759765625,6727.990234375,4016.669921875,7278.009765625,4923.259765625,7361.10986328125,5244.39990234375,7262.75048828125,6422.25,6287.580078125,5957.56005859375,6051.72998046875,7172.02978515625,8074.60986328125,3851.1298828125,6255.740234375,4900.60009765625,6633.4599609375,4267.8896484375
136,Madagascar,455888.5671157837,1179860.9558105469,543434.9598999023,1227511.065673828,559586.3335723877,995848.89352417,457123.91204833984,975390.9913330078,546251.7502059937,995481.4427490234,433615.849899292,1212123.8215637207,640355.4970397949,860175.5797424316,450947.704864502,912834.936569214,626679.2777709961,786330.2128295898,461662.6144714356,943800.8027801514,374954.191696167,792775.9725952148,341517.7029724121,1026240.0934295654,464640.0022888184,903121.2224731444,357110.1365661621,659566.9857330322,164662.87838745117,726790.1809082031,308061.15338134766,805242.9305725098,251198.6513824463,963175.4002380372,528277.693145752,898857.8214111328,708949.2611083984,1082244.5079956057,541000.1225280762,987746.9555969238,761597.6596679688,967013.3154296876,283952.0201416016,988335.4887390136,819186.5874023438,973294.5757751464,686317.1142120361,1338647.2610168457,607491.599685669,1005935.0957336426
137,Madeira Islands (Por.),26453.070281982426,26669.5798034668,35628.470458984375,24731.00006103516,24847.219665527344,25013.65106201172,22569.13006591797,25327.879638671875,22531.38949584961,25460.64010620117,23135.97869873047,23351.220153808597,23848.49005126953,24418.50952148437,24358.150756835938,20631.279724121094,21371.14068603516,21228.48022460937,22717.630737304688,22095.88931274414,20573.170196533203,24477.870178222656,23209.59097290039,22594.10888671875,21960.98028564453,20168.81970214844,19616.880126953125,21249.760131835938,21575.05014038086,21079.29943847656,18994.439575195312,21695.840301513672,21889.8408203125,21189.70986938477,18384.999877929688,17848.98016357422,16449.11981201172,20355.749572753903,19102.17007446289,19204.32006835937,20651.56936645508,18263.900512695312,17783.689697265625,18536.23992919922,16950.78045654297,22065.360290527344,18797.66046142578,22290.49029541016,18183.550323486328,21894.05938720703
138,Malawi,193498.228515625,245699.7388916016,139800.49031066897,250559.2448120117,175425.14807128906,195098.5990600586,100338.39877319336,188451.14462280276,73614.02769231796,194390.32946777344,98828.84042358398,224606.52615356445,116223.00134277344,163158.32913208008,107036.04563903809,225301.7380218506,108662.17016601562,176194.90020751953,103185.48054504396,188804.890914917,98203.12937927246,182742.3548278809,80833.08055114746,233165.26983642575,122478.08467102052,175619.7300415039,89017.92842102051,152621.12049865723,69483.22924041748,145332.3299255371,62719.639419555664,168815.88583374023,45241.959527015686,178880.0460205078,120554.55862426758,191664.37036132807,95130.00988483427,230414.26809692383,130164.04205322266,192206.33984375,176544.4473953247,191814.666015625,93032.19082641602,223370.95336914065,121420.18020629884,221234.98263549805,146242.5482788086,250834.3768310547,55822.93949127197,268250.6275024414
139,Malaysia,359364.1304037571,634142.9275779724,851407.0690085888,715409.0972184688,1061644.4588280916,1244053.5177574158,1015468.7550923824,915905.9262650012,1358336.1751708984,1456535.6072266102,1521079.5523034334,1542129.5205078125,1420968.2393701077,1766581.7369728088,1727899.548852563,1522537.9718284607,1413211.2109766006,1806115.1205761435,1739820.5790331364,1171207.2004852295,846829.9034546018,1934194.715415001,1667608.168395996,1408017.2885808945,919216.0578625202,1887362.5785179136,1679205.9231262207,1001992.0541381836,1417768.6063281298,1857755.462250948,1695491.7493554354,1651251.3548622131,1606911.8718396423,1922995.4511961937,1681711.2190258503,887225.5579285622,1190866.140989542,2048214.1745800967,1724383.0175549984,1678647.926748037,1618974.8792449832,2078572.961997032,1847213.8868335483,421635.8302452564,1190584.2182154655,2154106.7505126,1889184.685950756,1725043.301226139,1244164.6248865128,2238577.519155264
140,Maldives,388.87999695539474,550.3199985027313,524.6200039386749,356.7799897491932,298.23000171780586,556.749995470047,486.7999812364578,353.14000034332275,362.8099992275238,529.7699964046478,397.9899984002113,469.4700096845627,386.5199822187424,541.2699792385101,431.67999291419983,531.960009098053,365.2900085449219,574.1500080823898,474.4700047969818,490.98000568151474,393.6299960911274,665.830015540123,474.8000072836876,522.3000147342682,409.8199795484543,554.3299995660782,532.3400046825409,561.8599935770035,277.1499963924289,585.6400065422058,545.5699718594551,534.4999884292483,407.4200088679791,657.9200119972229,475.2499965429306,648.3799966573715,596.2700024843216,900.0200161933899,780.0500202178955,848.3599734306335,726.0500137209892,1089.610007405281,871.2600156664848,970.3300688266754,1010.4299722909929,1300.2000665664673,1198.919982790947,1159.7399817705154,959.019966840744,1215.100015282631
141,Mali,1870144.0067138672,2403623.700805664,1807434.0889892576,2080428.7767333984,1227851.2746582031,1852535.328491211,1501200.096923828,1966237.794189453,1286646.586669922,2278173.1381835938,1352360.6833496094,2311282.2314453125,1275128.322631836,2485346.358520508,1627390.6021728516,1716727.5166015625,1133222.795288086,1930525.7432861328,1475549.7165527344,1650672.4155273438,996334.2698974608,1878388.8927001955,1199034.9711914062,2703650.0079345703,1052236.047607422,1859524.3482666016,1646623.2626953125,1486055.2172851562,383107.55615234375,1563983.643798828,846767.2901611328,1836248.1279296875,426539.9334106445,2188587.7384033203,1623353.8151855469,2063542.3034667969,1296535.479736328,2196431.664428711,1959033.1743164065,2065187.752319336,1375260.9663085938,2350105.891479492,1530984.5137939453,2575807.5021972656,1547586.640258789,2574544.08984375,1749162.4050292969,2759089.5743408203,1678965.9643554688,2508077.232910156
142,Malta,26594.29004669189,27703.03008270264,27796.520171165463,30125.559839248657,24951.100107192997,28607.95996856689,28958.92998123169,29004.019770622253,27596.32998275757,30616.83946609497,28103.070148468018,28642.049739837646,27420.76002502441,30207.639930725098,27097.599609375,27478.680408477783,27167.72019767761,26957.20978736877,28614.67010498047,25901.39997291565,28246.84022140503,27699.850255966187,29107.39981842041,30813.839979171757,27623.52988815308,23879.670066833496,29347.130016326904,26504.54015159607,25732.859775543213,28910.410121917725,29197.950061798096,28733.13986968994,27741.070114135742,29437.0300617218,31122.789810180664,29275.26000404358,27959.119997024536,24277.6199798584,30785.43990135193,29725.150020599365,27416.46991157532,28820.53010749817,30077.789735794067,30928.6598777771,29360.73975944519,32377.57989501953,30257.81987762451,31374.240409851074,29627.909755706787,30827.82997131348
143,Marshall Islands,371.8499450683594,379.52001953125,259.20001220703125,382.7500305175781,145.77003479003906,404.9898681640625,385.050048828125,413.2999267578125,259.27996826171875,384.7700500488281,306.7600402832031,476.9100341796875,265.71002197265625,372.8099365234375,441.3200073242188,449.8299865722656,229.02996826171875,464.1202392578125,359.5399475097656,412.530029296875,230.40997314453125,502.2299499511719,271.219970703125,404.8700256347656,201.30001831054688,446.1298828125,406.3699645996094,383.43994140625,184.6399688720703,312.5799560546875,409.6700134277344,356.4300231933594,199.63999938964844,472.8500061035156,391.3900146484375,453.0,349.70001220703125,504.9299621582031,428.3899230957031,523.5199584960938,345.7000427246094,636.0901489257812,504.5000915527344,500.8699645996094,292.2099304199219,606.840087890625,454.0100402832031,635.1700439453125,326.30010986328125,585.030029296875
144,Mauritania,1634845.9831542969,2121092.12298584,1700207.325744629,1986110.726257324,1028208.1905517578,1621217.6434326172,1430022.5331420898,1774366.3599243164,1044595.5883483888,2121923.260375977,1200731.685974121,2123528.849182129,1027830.142578125,2164333.7602539062,1462968.2580566406,1429717.6362304688,924930.1860046388,1753903.6423950195,1408764.4434204102,1347864.4356689453,866158.4418640137,1553392.5622558594,1097390.3233642578,2207181.758117676,939092.0929260254,1649406.4327392578,1548721.7099609375,1275620.0507202148,372854.8598937988,1406123.750732422,886348.996673584,1506370.4989013672,230817.93509483337,1746624.336669922,1377656.749267578,1681809.7583618164,1092559.6193847656,1840829.765991211,1745823.1451416016,1746468.4862670898,1092846.1410217285,2053265.594055176,1527713.434753418,1989398.2656860352,1449585.4431762695,2277149.6069335938,1811737.2630004885,2495900.5001220703,1427997.6151733398,2168544.583251953
145,Mauritius,19073.029815673828,21783.270568847656,16138.519897460938,17016.909790039062,17769.00033569336,16415.660095214844,17517.330078125,20881.190216064453,16679.19970703125,19676.419708251957,16634.119995117188,22004.38018798828,18178.499450683597,18002.939971923828,15686.71957397461,18553.46008300781,17608.460052490234,17561.229370117188,16563.15951538086,19722.589782714844,17706.350128173828,17859.429931640625,16537.00994873047,21144.759979248047,15936.109619140623,17665.369842529297,19356.14010620117,20120.890045166016,17776.349884033203,19817.45004272461,17404.919982910156,21531.850341796875,16680.790069580078,18313.44982910156,19193.35009765625,21604.64038085937,19225.610290527344,18191.720153808597,19838.759643554688,20687.499969482426,24399.830291748047,22796.649810791016,20990.12979125977,26762.48016357422,21727.039764404297,26688.641052246094,25613.42080688477,29202.529663085938,24555.81997680664,28622.720245361328
146,Mexico,7624090.97202307,9236927.918405533,6626807.096824288,7994185.061317444,6780023.283204079,8355798.118623972,5968140.408345461,7193526.321977735,6928235.585272193,8894985.048491478,6511760.183917165,8202901.599056244,6243795.598288357,8568844.95463872,6990307.02035737,7589401.7993091345,6453907.335475206,7531176.499535739,6102369.460716605,7568496.63944602,6448685.749955058,8047180.388166547,5955106.691942513,8269812.908743143,6575752.681830108,7442267.132525444,6315513.994409144,6992868.072336912,5386854.092005238,7627558.6081780195,6169310.012067556,7438709.134552956,5061875.262097713,8397335.409951687,6970098.181446195,7944164.362282515,7700604.930844188,9004530.879630327,7830848.28548193,8858158.741175413,8126379.935485959,9559009.62758088,7093882.294825196,8826946.75717938,8576647.880062342,10465581.20177269,9069159.58373022,10692159.528941154,9176861.988084791,11395440.279609442
147,Midway Island (U.S.),9.689998626708984,17.40999984741211,10.5,12.579999923706056,5.680000305175781,10.710000991821287,8.680000305175781,11.579999923706056,6.010000228881836,13.90999984741211,9.34000015258789,13.780000686645508,8.119999885559082,13.759998321533203,9.170000076293944,11.710000038146973,6.210000038146973,8.699999809265137,6.950000286102295,11.610000610351562,5.479999542236328,11.879999160766602,7.590000152587891,12.360000610351562,3.9800000190734863,9.420000076293944,7.699999809265137,9.059999465942385,2.9099998474121094,7.609999656677246,6.819999694824219,9.68000030517578,3.119999885559082,10.94999885559082,9.510000228881836,11.399999618530272,8.059999465942383,12.160000801086426,10.029999732971191,9.84000015258789,8.429999351501465,13.049999237060549,6.029999732971191,11.760000228881836,9.25,11.81999969482422,11.869998931884766,13.960000991821287,10.560001373291016,13.989999771118164
148,Moldova,238304.3685913086,119775.11755371094,113311.51846313477,132902.68936157227,183148.1778564453,116402.8489074707,112312.00827026369,131023.05938720705,153776.26245117188,118131.42752075195,118613.88818359376,150383.7371520996,145297.05953979492,108523.61810302734,109917.89115905762,98787.81909942628,212727.19940185547,108983.53871154784,109704.5786743164,119954.73834228516,134818.44061279297,108917.25785827637,81002.29968261719,124235.06951904295,186804.0602416992,123940.3176574707,96431.10121154784,102549.78952026369,238786.6700439453,128848.66914367676,108414.1195678711,119970.59797668456,81750.73902893066,100911.53091430664,166291.8885498047,127332.30908203124,210932.2952270508,122776.3903503418,211415.317565918,143832.3981781006,188385.04049682617,145975.6598968506,214374.0299682617,143325.07890319824,148322.10766601562,138474.66928100586,177965.4971923828,162555.7877960205,430478.0054321289,163003.68692016602
149,Monaco,843.8800048828125,771.4400634765625,825.9099731445312,731.6400146484375,698.6799926757812,723.3400268554688,718.010009765625,688.27001953125,765.570068359375,717.0700073242188,778.699951171875,708.7000122070312,648.8299560546875,718.52001953125,748.489990234375,756.7000122070312,820.9700317382812,801.75,753.0999755859375,697.3599853515625,830.1900634765625,766.72998046875,787.949951171875,801.2999877929688,825.199951171875,708.4199829101562,756.949951171875,689.3400268554688,796.8900146484375,645.8599853515625,518.2100219726562,543.8200073242188,640.489990234375,535.510009765625,492.3900146484375,543.3299560546875,567.8200073242188,515.1800537109375,538.5299682617188,595.2999877929688,1065.679931640625,551.4400024414062,583.5999755859375,729.5999755859375,986.1099853515624,534.3599853515625,517.530029296875,664.7100219726562,1005.7598876953124,512.719970703125
150,Mongolia,6251859.344932556,6048060.702308655,3851757.124389648,5168619.187728882,3777828.7004852295,3643815.288101196,3621371.2404022217,3586665.140487671,4084269.923110962,2877141.234550476,2473372.0988845825,4927453.020828247,3312109.7453842163,5584038.694755554,2267843.0358276367,2207713.012313843,3424422.0659980774,2392401.702445984,2210290.116760254,4471117.211486816,4433532.938873291,3078983.3759765625,2254052.626525879,3726681.117736816,2792429.905254364,2685759.6055603027,2337942.8557929997,2896449.716712952,3450604.256542206,2482300.2890701294,2695269.4343910217,3226533.841991425,2028027.8004264832,1436437.6538085938,4448094.024154663,3935796.358718872,4321865.138519287,2592041.4681777954,5599836.148971558,3563517.113998413,4856090.48147583,2898991.246166229,5019686.037338257,3386595.3059425354,6112840.341873169,2729120.571537018,4796356.803382874,4120848.3531723022,5412411.494018555,3699849.949989319
151,Montenegro,92952.47998046876,71588.55773925781,65799.20983886719,80294.3003540039,82392.09008789062,73652.892578125,60134.29000854492,75986.94067382812,66932.1517944336,71364.25122070312,61101.03112792969,80453.56085205078,98055.09216308594,78124.10040283203,61267.2102355957,59273.439025878906,82246.32971191406,67822.90124511719,53785.77951049805,72870.53857421875,92822.5714111328,74047.91015625,68456.56176757812,86766.42950439453,81435.48986816406,70767.2197265625,56458.6413269043,69712.62768554688,97674.01892089844,76669.45068359375,62113.04974365234,74807.49096679688,62278.019287109375,67988.28997802734,76530.32147216797,70245.5513305664,102450.91857910156,75165.16735839844,76703.17071533203,75059.69067382812,88696.38977050781,83685.81958007812,79373.39190673828,89625.8189086914,100503.43957519533,86470.2611694336,83080.01696777344,80112.4780883789,106702.41967773438,89122.53833007812
152,Montserrat (U.K.),202.81000232696533,315.27000999450684,205.0199966430664,207.18000030517575,158.99999976158142,249.0099973678589,213.0099930763245,218.24999332427976,162.7100009918213,259.31000232696533,187.98000049591064,234.8999938964844,163.87000060081482,268.6000022888184,240.4299955368042,203.2399969100952,147.38999724388125,236.3199977874756,186.22999382019043,190.90999507904053,152.31000423431396,238.66000270843503,183.47000455856323,241.9700050354004,147.7599973678589,230.96000289916992,186.91998767852783,178.73000192642212,124.67000651359558,231.67999696731567,187.37000226974487,203.24999856948853,133.48999828100204,283.8600044250488,216.89000129699707,215.6700072288513,155.26999855041504,246.6000022888184,215.89000701904297,242.100004196167,186.2000012397766,261.2399959564209,190.1900000572205,230.03000736236567,191.8699951171875,319.4399929046631,231.290002822876,259.48999214172363,195.4900054931641,279.78000259399414
153,Morocco,1595173.583984375,1553804.8076171875,1549606.5522460938,1691969.5126953125,1375510.9853515625,1475470.1259765625,1423887.76953125,1641712.8090820312,1411359.1884765625,1617092.0854492188,1436953.03125,1814760.58984375,1378413.068359375,1633091.5971679688,1566967.58984375,1496226.853515625,1607678.1025390625,1674233.5190429688,1480589.7778320312,1544701.6577148438,1587607.7734375,1514525.4526367188,1510125.7631835938,1899352.0390625,1504925.390625,1450237.845703125,1602077.0205078125,1498382.6381835938,1359118.2412109375,1675917.048828125,1471833.5712890625,1731777.74609375,1279124.27734375,1643460.1733398438,1629921.8037109375,1740976.9345703125,1694150.4819335938,1693811.7734375,1746716.7294921875,1798327.34375,1741149.9580078125,1922492.794921875,1774044.4731445312,1864585.0615234373,1926440.1381835935,2011122.1606445312,1864110.188964844,2133848.6357421875,2170646.430175781,2110826.8369140625
154,Mozambique,873445.2563705444,1463946.0649414062,786646.8140945435,1385771.7995758057,952700.7514953612,1201766.6850280762,692438.103767395,1187033.8333206177,850757.191482544,1188995.7866363523,573736.5210227966,1565684.3498535156,930240.7465057372,1124519.5459136963,619155.8687362671,1351957.134109497,770668.9855728149,1044163.8343963624,598197.1021232605,1237268.4318389893,609844.5254898071,1116773.8743591309,507641.6140441895,1583370.3979644775,777131.8725585938,1188935.9896240234,492366.2594184876,983592.620010376,383777.88062667847,953215.4086151124,416772.7484474182,1153819.9913330078,433817.1569519043,1132278.5502243042,836512.1879196167,1192385.4189453125,902526.9203491212,1484991.553161621,750562.7160186768,1268575.6340179443,1214977.252998352,1244996.7559509275,494163.3596343994,1503968.6830749512,1005844.0121688844,1360961.6764678955,965598.641357422,1777332.3400268557,929412.3564453124,1551833.4383544922
155,Myanmar,786329.3839111328,1628000.1533203125,657337.0492669642,1173392.2802734375,610904.2700195312,1729720.3510742188,544803.8054971695,1382206.1313476562,595275.9108276367,1801781.576660156,882647.4375305176,1322700.9611816406,601337.5260009766,1753414.6040039062,855425.3903808594,1247224.7238769531,487366.6763916016,1470531.1618652344,442940.2201156616,956285.1102294922,577308.5191650391,1201493.4345703125,619282.1992797852,1360274.1770019531,519032.5729980469,1539446.3610839844,764438.4229125977,1050903.6618652344,374074.1103515625,1261175.8944091797,242035.6993484497,1053238.985961914,365455.2835845947,1578470.1528320312,622104.2034606934,1256892.6119384766,884442.4458007812,1608374.094482422,1240815.6340332031,1413423.323486328,935864.7416992188,1681960.5861816406,1102407.044342041,1327309.1967773438,1012431.2869873048,2010940.0205078125,925259.7053833008,1562147.098388672,916092.6166992188,1875536.392578125
156,Namibia,892928.3689956665,1595490.156616211,822129.4511566162,1635533.7690429688,1117427.6870689392,1242897.4934387207,772111.9463806152,1445052.4863891602,1168660.573852539,1200266.5020141602,613152.0236358643,1699412.8593444824,1123301.676147461,1193295.8570251465,573682.1612548828,1097333.514251709,711230.7038574219,940740.3395996094,466374.4133300781,1221213.6250915527,775932.7259216309,1052053.2142028809,347216.3597717285,1497414.9030456543,909771.1487121582,1023413.8941955566,435988.1113128662,881512.7961730957,445451.8385944367,892151.4323425293,340347.8638000488,1008635.5209350586,293305.1367797852,1177205.0066680908,557794.5624084473,1323268.2400360107,998454.4119300842,1473552.0288238523,727732.7600097656,1172067.929107666,1220387.5057678225,1299424.736785889,473551.2206878662,1363580.9992370603,1249924.0754089355,1277358.0246429443,847362.4400024414,1797338.750366211,1209743.3901824951,1463058.508392334
157,Nauru,228.25,8.329999923706055,203.739990234375,239.07000732421875,76.38999938964844,204.81997680664065,227.20999145507807,290.8600158691406,325.260009765625,284.6499938964844,396.3499755859375,345.5599975585937,382.4299926757813,367.5500183105469,367.46002197265625,381.22998046875,274.3099975585937,338.44000244140625,440.9700317382813,399.03997802734375,306.44000244140625,415.2999877929688,374.05999755859375,378.4299926757813,346.41998291015625,438.1700439453125,394.55999755859375,397.03997802734375,320.25,270.19000244140625,294.1199951171875,351.3099975585937,416.8599853515625,338.3699951171875,368.0699768066406,462.949951171875,332.77001953125,431.16998291015625,375.0299987792969,496.0299987792969,418.83001708984375,405.7000122070313,346.16998291015625,462.6999816894531,436.53997802734375,453.3899536132813,322.5500183105469,398.030029296875,460.8600158691406,390.9100341796875
158,Navassa Island (U.S.),3.3499999046325684,7.270000457763672,5.579999923706055,4.590000152587891,2.440000057220459,6.409999847412109,4.78000020980835,4.059999942779541,3.59000015258789,8.639999389648438,3.619999885559082,5.679999828338623,2.809999942779541,8.25,4.930000305175781,5.9800004959106445,1.7799999713897705,4.960000038146973,3.549999952316284,5.490000247955322,1.4600000381469729,5.839999675750732,3.2800002098083496,5.389999866485596,2.7699999809265137,5.539999961853027,4.299999713897705,4.850000381469727,0.270000010728836,4.090000152587891,3.2199997901916504,6.170000076293945,0.0,6.380000114440918,4.330000400543213,12.480000495910645,2.690000057220459,5.800000190734863,4.590000152587891,5.989999771118164,3.190000057220459,7.310000419616699,2.4699997901916504,5.589999675750732,4.0,9.920000076293944,6.029999732971191,6.090000152587891,3.920000076293945,7.409999847412109
159,Nepal,234570.056640625,460672.92578125,265563.00048828125,374247.2890625,187274.9833984375,440537.7529296875,168379.07763671875,390234.994140625,203212.4951171875,440113.052734375,209165.056640625,389127.955078125,205443.2216796875,417071.03125,283304.0263671875,327135.4267578125,176454.7216796875,463354.3603515625,175124.3583984375,362156.287109375,209628.8525390625,289447.4775390625,191940.34033203125,429018.833984375,156905.69140625,366916.328125,206903.73779296875,300602.0458984375,157372.96142578125,306140.150390625,186735.0888671875,366868.576171875,95135.35986328124,365614.9990234375,277247.6748046875,312080.9580078125,224229.3857421875,492331.341796875,336865.4599609375,431575.447265625,286372.0712890625,463126.322265625,330405.205078125,437451.6875,351852.3115234375,607890.990234375,188327.78173828125,496325.427734375,363726.0546875,689654.529296875
160,New Caledonia (Fr.),37471.81640625,43120.6015625,26828.767578125,35839.8515625,34925.84765625,33640.328125,26483.939453125,36662.62890625,32721.736328125,38002.70703125,25462.529296875,43835.82421875,33545.90234375,42637.01171875,23766.109375,32623.994140625,27372.81640625,43356.98828125,24128.541015625,32634.599609375,23445.474609375,32067.166015625,22646.658203125,42903.96484375,29644.037109375,37130.31640625,19807.990234375,27178.900390625,19928.751953125,38345.4296875,21253.236328125,34055.46484375,17484.12890625,46104.94140625,30099.599609375,35290.46484375,31979.95703125,40067.85546875,29684.7890625,38596.6015625,29151.130859375,38915.6171875,21116.904296875,43171.80859375,33266.46875,48094.609375,35130.25390625,47972.828125,37919.57421875,40004.75
161,New Zealand,707114.857421875,1014870.099609375,772563.857421875,694935.919921875,735816.5322265625,943517.29296875,780133.017578125,591755.87109375,596686.7763671875,878752.921875,608407.669921875,606607.2216796875,512047.654296875,889599.4765625,544962.515625,506481.4482421875,435330.787109375,880400.91015625,492830.076171875,483082.81640625,530202.6533203125,819974.880859375,554841.0888671875,468392.2666015625,762635.716796875,844659.720703125,495385.943359375,401210.35302734375,499471.5893554688,712371.4521484375,413173.392578125,384140.11572265625,426778.9575195313,961074.87109375,682743.99609375,501248.0625,814813.0146484375,897382.3984375,493691.40234375,554550.560546875,769650.337890625,899463.11328125,370360.6787109375,575947.9248046875,859195.35546875,974227.962890625,772382.205078125,594579.865234375,907769.625,962667.443359375
