,AAA_WB_ADM0_NA,SoL_20120119,SoL_20120401,SoL_20120701,SoL_20121001,SoL_20130101,SoL_20130401,SoL_20130701,SoL_20131001,SoL_20140101,SoL_20140401,SoL_20140701,SoL_20141001,SoL_20150101,SoL_20150401,SoL_20150701,SoL_20151001,SoL_20160101,SoL_20160401,SoL_20160701,SoL_20161001,SoL_20170101,SoL_20170401,SoL_20170701,SoL_20171001,SoL_20180101,SoL_20180401,SoL_20180701,SoL_20181001,SoL_20190101,SoL_20190401,SoL_20190701,SoL_20191001,SoL_20200101,SoL_20200401,SoL_20200701,SoL_20201001,SoL_20210101,SoL_20210401,SoL_20210701,SoL_20211001,SoL_20220101,SoL_20220401,SoL_20220701,SoL_20221001,SoL_20230101,SoL_20230401,SoL_20230701,SoL_20231001,SoL_20240101,SoL_20240401
31,Botswana,563134.4599609375,1100378.6796875,501275.9956054688,1467387.7080078125,807495.32421875,909455.642578125,514403.39453125,1104791.30859375,687346.0107421875,882552.283203125,393946.9130859375,1281646.96875,903985.9892578124,844601.3017578125,377612.0703125,850390.83984375,536130.341796875,738922.2958984375,347042.259765625,863256.30859375,395393.8637695313,754971.6943359375,279609.1171875,1106787.3076171875,545916.1982421875,806446.3232421875,320592.2216796875,712040.1494140625,275038.2119140625,645873.78515625,249766.40478515625,775147.205078125,287314.486328125,800769.16796875,423854.4658203125,917237.0390625,762561.498046875,996596.6572265624,534738.7958984375,968146.3427734376,868910.3720703125,916318.568359375,417614.2119140625,980805.1103515624,817529.8330078125,954518.3359375,754306.056640625,1522415.11328125,966666.556640625,1077270.22265625
32,Bouvet Island (Nor.),133.489990234375,196.1999969482422,107.24000549316406,107.79000091552734,240.2100067138672,154.30999755859375,86.58000183105469,114.1999969482422,477.4800109863281,160.33999633789062,76.52999877929688,82.69000244140625,130.83999633789062,228.94000244140625,89.41999816894531,79.4800033569336,264.8999938964844,105.8800048828125,81.08999633789062,98.05999755859376,325.6400146484375,105.54000091552734,48.62999725341797,136.27999877929688,375.2799987792969,122.4000015258789,44.80000305175781,81.22999572753906,541.9599609375,114.6199951171875,68.99000549316406,56.790000915527344,95.47000122070312,145.72999572753906,57.040000915527344,50.93999862670898,236.3499755859375,130.77999877929688,72.31999969482422,68.91999816894531,383.0700073242188,192.77999877929688,74.89999389648438,120.22999572753906,652.3299560546875,27.23999786376953,23.14999961853028,48.06999969482422,958.5599975585938,73.94999694824219
33,Brazil,13040751.165097922,19060923.27159941,15377409.888947666,18670777.062375307,13792442.067046613,19674912.703971624,15314779.060258389,17946506.11924553,16660954.957510471,22134448.426935315,14907751.620919583,21710766.724001408,16784815.937280238,21310351.116236687,16112497.782272575,22678652.69806099,13465499.090064973,21223093.62345624,14309787.093769908,19435024.66577363,14133200.18088305,22002324.855184138,13466709.799290957,21243545.91419601,15043045.395856168,22492051.673782945,16293277.41292268,17414447.04795569,12551882.354076594,16377880.552625775,13187245.51406756,16759842.08235693,11736600.229667842,23004000.057339787,18263977.42299825,20285163.651373625,16431675.76080966,21673081.823764205,17944787.852079034,21592408.70074749,18047996.65453291,22530198.682978988,14001378.45915933,24380592.857925296,18596066.3933661,25007389.060305838,18718353.98407978,23422556.79516888,22224307.00614208,24529476.33380854
34,British Indian Ocean Territory (U.K.),184.5800018310547,171.70999145507812,179.74000549316406,323.1400146484375,74.54000091552734,234.57000732421875,392.8699645996094,228.5200042724609,166.52999877929688,238.260009765625,204.8099975585937,331.5199890136719,203.6899871826172,332.8699951171875,280.7200012207031,251.8600006103516,159.00999450683594,305.0599975585937,223.40000915527344,209.760009765625,204.34999084472656,284.65997314453125,188.5,252.6400146484375,189.0599975585937,298.3900146484375,190.34999084472656,234.1900177001953,137.8699951171875,217.3299865722656,213.12998962402344,187.29998779296875,155.27999877929688,308.510009765625,143.07000732421875,195.5599975585937,124.87999725341795,209.47999572753903,145.8300018310547,177.9600067138672,143.60000610351562,173.47999572753906,109.58000946044922,190.0599975585937,140.36000061035156,229.87998962402344,211.6999969482422,201.70999145507807,132.08999633789062,206.3500061035156
35,British Virgin Islands (U.K.),1272.030014038086,1509.9400329589844,1123.65997505188,1460.2499885559082,1230.5299339294434,1339.6099491119385,1039.3599796295166,1118.0899677276611,1128.419973373413,1334.050022125244,1045.8299713134766,1146.2900276184082,1062.0300388336182,1235.8299770355225,1051.4099254608154,1123.9000053405762,1138.3200664520264,1124.2599792480469,1013.0400123596193,1061.790069580078,950.5199966430664,1072.2100563049316,951.3000259399414,379.1099987030029,358.71000194549555,661.9200172424316,574.170015335083,655.8799858093262,598.4800252914429,800.7900476455688,756.3000001907349,771.5000314712524,521.159993648529,898.7800273895264,817.3000030517578,819.7999839782715,833.8600692749023,1008.7399597167968,802.6399555206299,932.4099655151368,924.9200210571288,1001.660036087036,871.6599769592285,949.7200012207032,843.0200023651123,1194.2799530029297,1032.470006942749,1020.8700294494628,821.9099502563477,951.6800212860109
36,Brunei Darussalam,21734.249794006348,8877.809977293015,10715.299996256828,10507.259984970093,51354.499806404114,16487.469923615456,38863.77039909363,34276.520577430725,59020.44926357269,66817.28026199341,69777.14980220795,67068.70940113068,60589.77908420563,80358.10865497589,80068.97094535828,48099.56094169617,76029.20971488953,69728.64878845215,67228.21974754333,46768.20030975342,66786.84045028687,72874.03019332886,63810.650550842285,61484.899698257446,17652.209622383118,62273.6499042511,46574.35907077789,44289.46972465515,52575.0108203888,65151.49006938934,70344.57145309448,62344.74925327301,53969.379965782166,66039.63097000122,54528.1989774704,56331.15958023071,36596.390199661255,60035.24933624268,60817.420820236206,32762.15013313293,42880.26040649414,58747.900175094604,29491.6298494339,25529.10005950928,43709.07024383545,67154.19018363953,55742.21959877014,59735.98965263367,48770.46093940735,61103.76049804688
37,Bulgaria,1014761.4755249023,480461.941116333,448081.03395080566,555822.6728210449,647866.355682373,499933.9868927002,403283.3893432617,526434.338104248,554119.7933197021,496810.3876647949,372509.6979064941,527235.3326568604,560940.3337402344,491222.7510986328,361217.9114074707,378999.431640625,621781.7647094727,481223.9371032715,372680.39125442505,524202.0002746582,882457.4300842285,514985.571395874,464733.4280929565,586572.8198242188,628639.2624664307,484778.2397155762,354638.4702911377,468423.9078674317,663277.9049682617,523188.2735900879,441088.2936859131,549575.5895843506,435439.1436920166,518006.5732574463,513420.8107604981,551912.4084472656,685510.1795654297,488467.7377319336,564242.4300537109,486447.2800140381,582850.2721862793,600734.2719116211,526878.2160797119,590152.4092712402,581626.1223449707,563391.0075378418,572897.3766784668,641027.8564147949,821998.0855712891,660238.6488647461
38,Burkina Faso,384313.0987548828,530068.4301757812,350307.53564453125,383044.0651855469,273143.3192138672,363048.8586425781,325033.880859375,386089.7121582031,302613.64501953125,417122.0910644531,258163.1661376953,393154.8215332031,296666.8387451172,483010.060546875,330433.8959960937,373840.5959472656,264818.4675292969,370309.6997070313,299538.1883544922,372804.6457519531,251680.83068847656,393061.4956054688,242359.23315429688,569479.9985351562,242729.9210205078,376577.513671875,342935.12268066406,382232.5517578125,98441.94059753418,292400.5444335937,152577.8618774414,353952.7331542969,118923.3733215332,502065.259765625,303451.287109375,466392.0202636719,303795.67346191406,504612.0480957031,416549.064453125,472855.5541992188,352986.142578125,484209.18115234375,213564.44036865237,593798.5705566406,322193.0206298828,566974.9995117188,367129.1796875,573887.9692382812,432810.3840332031,583642.50390625
39,Burundi,20489.920031547543,53725.95051193237,39031.97011089325,34454.03967285156,17312.56000137329,46206.330280184746,29246.350048065186,30378.58032989502,31810.720026016235,57244.240032196045,34422.17030143738,37173.59966373444,33228.509969711304,35198.53999900818,34848.990438461304,56163.46020317078,12852.029923439026,47742.04010772705,26011.99991416931,25378.85978603363,24295.009921073917,65459.69960784912,19908.20993757248,35268.58982419968,26135.490161895752,34417.65983104706,24002.78968429565,31769.1002368927,10362.669944763184,24470.740056991577,17629.179620742798,27096.00986671448,10765.079959750175,45770.09959793091,38153.720275878906,47809.30961608887,28569.340052604675,46478.12997817993,33208.420276641846,42025.95970916748,35780.95970535278,50582.24991416931,25506.350030899048,61972.23998641968,30449.820098876957,68293.11971282959,47007.82950592041,60278.84001159668,32315.730171203613,52210.17002487183
40,Cambodia,178684.68254375458,185105.36772060397,75907.15065938234,221726.8149530888,184457.2982349396,291689.9457740784,61995.32040943205,207378.69579315183,133939.56061172485,327610.29881095886,279081.6691951752,215559.3351035118,191423.0594844818,424921.7953414917,107822.72118490934,234274.88229751587,102131.70972585678,330961.71514701843,105883.84933048488,180715.2989845276,129475.75050449371,376435.22995758057,117121.70992606878,249563.4801368713,115550.89058494568,371522.7894058228,63929.889655947685,199505.1817302704,109333.36909246445,269606.2996788025,152010.3509646654,213136.32013130188,123681.91949033736,411979.8408241272,217469.7628293037,210431.1994957924,243413.3804531097,436583.74641418457,225058.97949793932,231713.9290342331,240424.67181396484,387296.54651641846,215549.09700840712,247753.49977365136,343405.2006549835,511227.659412384,53413.51979221404,235749.3586537838,291799.3605928421,480316.479385376
41,Cameroon,692938.1036987305,805336.1314086914,506592.251159668,427129.222114563,325851.8151397705,846223.0258483887,492698.9971923828,538143.8475952148,498326.4400939941,730195.0049438477,408629.9055175781,671489.9057922363,511440.61682128906,662085.3603515625,550436.8974609375,943800.1228637696,377536.053314209,771434.2385864258,469972.62297058105,431929.5941772461,424954.9516906738,775967.2728881836,322175.6501464844,1012386.3759155272,404733.7900695801,581554.8698730469,521775.4644775391,671094.5426025391,206840.96921539307,531329.1705322266,163744.5700378418,512334.8078918457,226794.91584968567,559910.4617004395,497502.4976501465,796812.9891357422,504297.80725097656,717977.4859008789,501503.1799316406,758285.2922363281,552403.6770019531,832785.7801513672,452820.59375,992585.0433349608,511993.3280029297,968441.6533203124,567696.6603393555,814471.4884643555,630589.2094116211,1186255.809326172
42,Canada,117105150.05297852,90670463.07971191,67193935.85253906,93083733.07873537,78806998.96411133,67124639.33911133,49724700.052734375,62212637.05456543,77333421.89477539,75784455.99829102,45334672.021606445,87274373.02355957,94144766.33105467,102777255.67358398,50941881.96447754,73189037.09216309,92730083.53417967,77810978.94262695,42535519.31335449,77159783.97277832,90127662.11621094,110519227.04077148,42410643.39501953,71940339.38806152,75178536.15966797,96661947.9892578,43000176.622924805,58807148.7298584,73476977.3972168,75912417.88269043,42243575.56439209,73700399.31469727,56230513.025878906,72499930.9564209,47789225.34179688,70851872.0526123,72354926.70800781,74158857.30749512,48935730.0189209,68680300.8770752,86705322.76538086,87915548.91320801,49224292.48461914,93086381.91345216,97617114.54174805,76301472.19165039,50432017.05261231,79415264.18774414,83542428.00865173,85459691.52832031
43,Cape Verde,8928.179811477661,11807.549931764604,10225.439871549606,11223.009891033173,8476.290121674538,11261.749958276749,9732.3099296093,11005.429798603058,8739.799785852432,12668.44048833847,9699.379921197891,12045.589809894562,8970.579990506172,12776.670471191406,11632.400209665298,10658.099872589111,8703.25005286932,12359.979803204536,10267.089965462685,11582.579896211624,8950.539847761393,12291.46998167038,10332.930443763731,13994.709975481032,9642.030067533256,13057.429805517197,11956.979725122452,12343.190052986143,9283.11020489037,12355.520199537275,9793.51998114586,12213.920216441154,7905.339960923418,14033.730513691902,11176.099942803385,13670.74983239174,9603.39997512102,15070.27976989746,13002.77014517784,13036.19998407364,11188.500338435171,14445.909577965736,10459.359824419022,13720.040201544762,11768.490149974825,15276.71992301941,13766.889751911163,15078.390308856964,11835.669862031937,15418.83989906311
44,Cayman Islands (U.K.),7007.950042724609,7259.939712524414,6284.349746704102,6195.649768829346,6725.410205841064,7166.900192260742,6562.589832305908,6999.95044708252,6773.579978942871,7139.850357055664,6427.150009155273,7099.239692687988,6610.889743804932,7050.660003662109,6652.090103149414,6659.860244750977,6536.7799072265625,7107.080181121826,6804.529842376709,6607.719390869141,7207.920150756836,7291.119873046875,7196.039901733398,6740.540481567383,4861.079956054688,6520.810577392578,6249.149856567383,6267.310020446777,6140.859661102295,6263.480094909668,5991.730220794678,5494.020133972168,5626.949800491333,5720.999664306641,5137.6699295043945,4865.249526977539,4923.259971618652,6308.210067749023,5585.160339355469,5866.120292663574,6628.849292755127,6253.170303344727,6515.380340576172,6142.980278015137,5949.619934082031,6466.680122375488,5679.209732055664,6639.720306396484,5729.699951171875,5939.820159912109
45,Central African Republic,1370362.766784668,994541.901550293,598753.2467651367,556205.0281982422,1111600.513671875,995203.112548828,487962.14471435547,637219.607421875,1025211.8911743164,858701.383972168,435989.5068359375,817984.0384292603,1166315.7050170898,833240.7075805664,666386.91015625,847793.7005004883,1210627.259307861,730614.6773071289,684243.1939697266,537340.467590332,1023484.0798339844,952325.9266357422,395141.3942260742,1072668.8334960938,873472.1414794922,685779.0494384766,485037.7420654297,646302.6918334961,702319.4489974976,487943.0700073242,202545.66941452023,687211.0357055664,1063362.3290100098,855723.5219116211,648276.2041015625,928747.8649291992,904562.5233154296,935070.7248535156,518473.4089355469,766303.6527709961,1032535.883544922,775286.5870361328,384354.0954284668,1001887.7656555176,867675.3149414062,1328876.9993896484,623800.2130737305,970420.6652832032,955751.896850586,1322877.587524414
46,Chad,1717942.6500587463,2404276.345372677,1051991.9573721886,2063112.7899856567,962483.850194931,1921273.3080596924,1202778.028579712,1736966.7430992126,1070818.720497131,2155838.766969681,924675.628067732,2359525.41595459,1246116.5706195831,2304153.0429229736,1380949.1689796448,1803305.3818893435,873328.6103506088,1769027.000907898,1251155.7890472412,1695496.02060318,921317.4046401978,2076192.931152344,877469.0169296265,2368582.303291321,881877.8704814911,1652265.1884288788,1178973.468585968,1374290.1347808838,440280.2554953098,1417362.0272026062,683144.5260825157,1392324.8886032104,374524.8120660782,1998311.7473831177,1438248.0142478943,1812625.4470825195,1074032.3154010773,1922630.4755744932,1465509.6483154297,1805222.6064186096,1356723.9234638214,2144114.036884308,1016250.8265247344,2186628.389770508,1281352.0988407135,2696745.1046447754,1495491.3299446106,2409732.855697632,1455966.0595321655,2516402.0055618286
47,Chile,1825963.0790405276,2809785.4094848637,1805631.4443359373,1967206.653259277,2067620.8094482424,2553157.7208862305,1877917.5989990237,2142134.5751342773,2253856.217529297,2330870.469543457,1881511.122619629,2141130.002380371,1729436.1164245603,2456714.292663574,1520239.7973937988,1851088.6942138672,2197036.4940185547,2116572.342102051,1254093.154937744,1795400.029296875,2238149.71875,1979376.408630371,1383816.4522705078,1943227.09753418,2378471.016723633,2143371.8639526367,1535636.0683288574,1649012.0931396484,2108183.4871521,1990383.7319335935,1511655.734954834,1547153.6973266602,1430711.864440918,2379101.6630249023,1794927.621887207,1893073.5939941409,2483233.462097168,2423493.0364990234,1818567.807159424,1936770.591369629,2853982.845092773,2771706.062072754,1758687.40524292,2157374.952758789,3144408.9321289062,2590564.840270996,2262893.757995605,2372358.293823242,3293603.340270996,2797587.532775879
48,China,36811159.90136719,36579511.8359375,31130110.122436523,41066961.80761719,32888592.9921875,35782681.93017578,30561791.166015625,39827348.927734375,33869120.802734375,33521051.515625,28569685.986328125,41581819.08886719,31372703.34277344,37449928.16308594,29829707.03222656,32780839.046875,31520167.206054688,28316071.100097656,27174979.548828125,37203533.46582031,37226568.052734375,33985987.23071289,31152890.08984375,41678844.24511719,31193285.206054688,34327339.65625,31445815.493164062,37728221.61425781,28684954.8359375,33076767.35546875,32169874.88720703,41877372.60644531,32790937.19238281,39044087.34472656,41351046.79296875,42303348.22949219,44178871.0234375,40692595.3125,45905092.37207031,41703544.564453125,46010918.58984375,47238363.755859375,46154579.71191406,45057056.12890625,55719040.29296875,45739274.96875,48728810.609375,54068265.224609375,51188566.41992188,46479377.46582031
